X,Y,OBJECTID,GlobalID,EditDate,county,address,city,zipcode,startdate,hoursofoperation,notes,operator,POC,Email_Address,sitename,website,daysofoperation,publicphone,publicnotes,SiteUtilization,TurnAroundTime
-13430613.0288,4927538.4835,268,{CE9AACB8-C0D4-4CBF-8494-1AA59BD9738A},2020/07/10 16:25:00,Lassen,1445 Paul Bunyan Rd,Susanville,96130,2020/05/21 05:00:00,10AM - 3PM,,Verily,Jim Uruburu,jim.uruburu@co.lassen.ca.us,"Susanville, CA - Department of Public Health - Rotation",https://www.projectbaseline.com/study/covid-19/,"Mon, Fri",,,,
-13373233.6673,4886557.6373,269,{1859E54D-DB19-4FC8-8840-C7E389F7CACC},2020/07/10 16:25:01,Lassen,100 David S Hall Ave,Herlong,96113,2020/06/02 05:00:00,3PM - 7:30PM,Pop up,Verily,Jim Uruburu,jim.uruburu@co.lassen.ca.us,"Herlong, CA - Rotation",https://www.projectbaseline.com/study/covid-19/,Tues,,,,
-13370044.0563,4869701.4143,270,{A45311D2-4342-4275-8DCC-4ECD8750C590},2020/07/10 16:25:01,Lassen,434-685 Doyle Loop,Doyle,96109,2020/06/02 05:00:00,11AM - 1PM,Pop up,Verily,Jim Uruburu,jim.uruburu@co.lassen.ca.us,"Doyle, CA - Rotation",https://www.projectbaseline.com/study/covid-19/,Tues,,,,
-13483853.7594,5031812.4426,271,{817A2E02-7CC2-4D7E-BB23-D774FA87D008},2020/07/10 16:25:02,Lassen,554-850 Medical Center Dr,Bieber,96009,2020/06/03 05:00:00,10AM - 3PM,Pop up,Verily,Jim Uruburu,jim.uruburu@co.lassen.ca.us,"Bieber, CA",https://www.projectbaseline.com/study/covid-19/,Wed,,,,
-13469871.9979,4909680.6985,272,{A5BBA645-5BD7-4451-ADCF-2321FDE2B122},2020/07/10 16:25:02,Lassen,125 Birch St,Westwood,96137,2020/06/04 05:00:00,10AM - 1PM,Pop up,Verily,Jim Uruburu,jim.uruburu@co.lassen.ca.us,"Westwood, CA",https://www.projectbaseline.com/study/covid-19/,Thurs,,,,
-13826914.5579,5126202.0586,273,{CCD60D25-8CC3-4A06-A3F1-3493E358F612},2020/07/10 16:25:02,Del Norte,1301 El Dorado St,Crescent City,95531,2020/05/29 05:00:00,9AM - 2PM,Mobile Unit A,Verily,Kymmie Scott,kymmie.scott@co.del-norte.ca.us,"Crescent City, CA - Rotation",https://www.projectbaseline.com/study/covid-19/,Mon - Wed,,,,
-13385642.6197,4819466.0276,274,{2DBBF7A6-40FB-4E1D-B443-08AE0821F8D5},2020/07/10 16:25:03,Sierra,700 4th St,Loyalton,96118,2020/06/02 05:00:00,10AM - 2PM,Mobile Unit D,Verily,LeTina Vanetti,lvanetti@sierracounty.ca.gov,"Loyalton, CA - Rotation",https://www.projectbaseline.com/study/covid-19/,Tues,,,,
-13450401.3747,4802332.9109,276,{C6421C5E-333A-4914-B68D-98C18EDECA8E},2020/07/10 16:25:03,Sierra,130 School St,Downieville,95936,2020/06/03 05:00:00,10AM - 2PM,Mobile Unit D,Verily,LeTina Vanetti,lvanetti@sierracounty.ca.gov,"Downieville, CA",https://www.projectbaseline.com/study/covid-19/,Wed,,,,
-13683930.216,4969759.398,277,{0D77A403-D3FF-4C03-91C6-B8FF5D641A65},2020/07/10 16:25:04,Tirinity,101 Arbuckle Ct,Weaverville,96093,2020/06/05 05:00:00,10AM - 4PM,Mobile Unit A,Verily,Amanda Braxton,abraxton@trinitycounty.org,"Weaverville, CA",https://www.projectbaseline.com/study/covid-19/,Alternating Fridays beginning (6/5),,,,
-13312612.0633,4544100.3582,278,{3921CE4F-C7FA-4AED-B573-C11FBB1FC790},2020/07/10 16:25:04,Mariposa,9034 Lost Arrow Rd,Yosemite Valley,95389,2020/06/03 05:00:00,10AM - 4PM,Mobile Unit B,Verily,Annie Shih,ashih@mariposahsc.org,"Yosemite Valley, CA",https://www.projectbaseline.com/study/covid-19/,Wed,,,,
-13713569.7778,4945122.3144,280,{B68FDBD0-18F3-4E26-8EA3-7EAC440E3A72},2020/07/10 16:25:06,Trinity,6000 State Hwy 3,Hayfork,96041,2020/06/12 05:00:00,10AM - 4PM,Mobile Unit A,Verily,Amanda Braxton,abraxton@trinitycounty.org,"Hayfork, CA",https://www.projectbaseline.com/study/covid-19/,Alternating Fridays beginning (6/12),,,,
-13611463.5473,4559197.6421,281,{C34B0DA3-868C-43D6-8CF8-A89067F71490},2020/07/10 16:25:06,Alameda,1730 Oregon St,Berkeley,94703,2020/06/08 05:00:00,0700 - 1900,,OPTUMServe,Dinsi Bryant,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,98,163
-13380908.1244,4768500.9053,282,{90F625B9-3CA3-4AC1-9135-BE00C7B42C4E},2020/07/10 16:25:07,Placer,10990 Donner Pass Rd,Truckee,96161,2020/06/08 05:00:00,0700 - 1900,,OPTUMServe,Michael Romero,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,102,154
-13061257.1908,4009577.7691,285,{4CA46D94-2C93-43CA-AC8A-A7C3803F7B4C},2020/07/10 16:25:09,Riverside,18150 Wood Rd,Perris,92570,2020/06/09 05:00:00,0700 - 1900,,OPTUMServe,Peter Davenport,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,86,75
-13101384.7758,4030624.1441,286,{E3C97CDA-6C98-4A91-8900-3F0DCD8A688D},2020/07/10 16:25:09,San Bernardino,5201 D Street,Chino,91710,2020/06/09 05:00:00,0700 - 1900,,OPTUMServe,Andi Cannon,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,,
-13528887.1495,4664795.9371,287,{C929B655-1A06-4AFA-85DD-59F78993ED04},2020/07/10 16:25:09,Yolo,1125 Riverbank Road,West Sacramento,95605,2020/06/02 05:00:00,0700 - 1900,,OPTUMServe,Dana Carey,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat",(888) 634-1123,,89,163
-13447538.1841,4632280.4125,288,{4D4FCECD-6BAC-490B-B4B9-84B7AC33D8E7},2020/07/10 16:25:10,Amador,11361 Prospect Dr,Jackson,95642,2020/06/04 05:00:00,10AM - 4PM,,Verily,Bob Hartmann,HartmaR@sutterhealth.org,"Jackson, CA",https://www.projectbaseline.com/study/covid-19/,"(Mon, Tues: 10-2 only); Thurs, Fri",,,,
-13272523.2603,4615749.273,289,{12FD3F6A-B37E-4E7D-9599-1F5726C49A8E},2020/07/10 16:25:10,Mono,73 N School St,Bridgeport,93517,2020/06/05 05:00:00,10AM - 4PM,,Verily,"Tom Boo, MD, FAAFP, DTM&H, Public Health Officer, Mono County Health Dept",tboo@mono.ca.gov,,https://www.projectbaseline.com/study/covid-19/,Fri,,,,
-13365693.1844,4676661.9963,292,{26505F4F-2C94-4F11-AC60-7241C69DE6D0},2020/07/10 16:25:11,Alpine,1501 Kirkwood Meadows Dr,Kirkwood,95646,2020/06/11 05:00:00,10AM - 2PM,,Verily,Richard O. Johnson,drrickjohn@gmail.com,"Kirkwood, CA",https://www.projectbaseline.com/study/covid-19/,Thurs. Alternates weeks with Markleeville,,,,
-13284692.1928,4244934.7695,293,{2DFF1BD4-953B-4DF9-A8F7-CF170359DBAB},2020/07/10 16:28:59,Kern,1102 7th street,Wasco,93280,2020/06/16 05:00:00,0700 - 1900,,OPTUMServe,Jake Cagle,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat",(888) 634-1123,,202,37
-13588681.8223,4567142.7929,294,{55BFF2FF-A5A7-484E-8FEE-8FE57E3F5096},2020/07/10 16:25:12,Contra Costa,2355 San Juan Ave,Walnut Creek,94595,2020/06/22 05:00:00,0700 - 1900,,OPTUMServe,Joshua Sullivan,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,87,173
-13154545.0153,4145850.0215,295,{B8A3E556-46C8-4783-AAFB-2D955CF37888},2020/07/10 16:25:12,Kern,3200 Glendower Street,Rosamond,93560,2020/06/16 05:00:00,0700 - 1900,,OPTUMServe,Jake Cagle,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat.",(888) 634-1123,,94,80
-12934097.3813,3985233.9235,296,{ADB90218-8112-426D-890A-4BC3293D4009},2020/07/10 16:25:13,Riverside,51251 Douma Street,Coachella,92236,2020/06/23 05:00:00,0700 - 1900,,OPTUMServe,Mallory Sutterfield,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat",(888) 634-1123,,83,99
-13053456.0418,4018337.4744,297,{74F9D82E-F931-4E04-8545-CD126A9489EC},2020/07/10 16:25:13,Riverside,13671 Frederick Street,Moreno Valley,92553,2020/06/24 05:00:00,0700 - 1900,,OPTUMServe,Julia Waltirp,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,79,100
-13033874.4282,3911500.0779,298,{7A91B33C-149C-42FD-B89D-C1C48CAFB6B5},2020/07/10 16:25:14,San Diego,260 North Escondido Blvd,Escondido,92025,2020/06/23 05:00:00,0700 - 1900,,OPTUMServe,Chuck Leichliter,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat.",(888) 634-1123,,97,85
-13337907.0419,4688704.6981,300,{1B222A92-741C-4584-895A-2C71B50688FA},2020/07/10 16:25:15,Alpine,75 Diamond Valley Road,Markleeville,96120,2020/06/04 05:00:00,10AM - 4PM,Mobile Unit D,Verily,"Richard O. Johnson, M.D., MPH, FAAP, Health Officer",drrickjohn@gmail.com,"Woodfords, CA",https://www.projectbaseline.com/study/covid-19/,"Alternates weeks with Kirkwood; Thru",,,,
-13762956.3444,5004281.1324,301,{9EE38FB4-DBC9-4A0F-89B7-8875C519B706},2020/07/10 16:25:15,Humboldt,2405 Trinity River Hwy,Willow Creek,95573,2020/06/11 05:00:00,10AM - 4PM,,Verily,"Amanda Braxton, MHA Emergency Preparedness Coordinator",abraxton@trinitycounty.org,"Willow Creek, CA",https://www.projectbaseline.com/study/covid-19/,Thurs.,,,,
-13156515.1664,4025750.7406,303,{4CEBE55E-9109-423B-9052-4CF7EADBA271},2020/07/10 16:25:16,Los Angeles,6410 Atlantic Ave,Bell,90201,2020/06/22 05:00:00,8AM - 2PM,,Verily,,,"Bell, CA",https://www.projectbaseline.com/study/covid-19/,"Mon, Thurs, Fri.",,,,
-13180953.513,4489590.5866,304,{34957E67-7B35-4B24-8358-948D075FAC61},2020/07/10 16:25:16,Inyo,900 W Line St,Bishop,93514,,8AM - 12PM,Mobile unit C,Verily,,,"Bishop, CA",https://www.projectbaseline.com/study/covid-19/,"Mon, Wed, Thurs.",,,,
-13191506.1327,4052642.0673,305,{52EB12CA-250B-4FE2-A486-38309EA86917},2020/07/10 16:25:17,Los Angeles,5903 Balboa Blvd,Los Angeles,91316,,"8AM - 2PM (Thurs, Fri) 8AM - 1PM (Sat)",,Verily,,,"Van Nuys (Balboa Park), CA",https://www.projectbaseline.com/study/covid-19/,"Thurs, Fri, Sat.",,,,
-13610124.7362,4550819.7357,310,{1CD60BA7-5A40-4E82-BAEC-8E5C3FE2E8DB},2020/07/10 16:25:20,Alameda,10 10th St,Oakland,94607,,10AM - 4PM,,Verily,,,"Oakland (Henry J Kaiser), CA",https://www.projectbaseline.com/study/covid-19/,"Thurs, Fri.",,,,
-13337267.9729,4400328.3836,314,{03757B7D-DCA2-4772-834B-274C34E3F694},2020/07/10 16:25:21,Fresno,142 E California Ave,Fresno,93706,2020/06/30 05:00:00,0700 - 1900,,OPTUMServe,Anton Kremer,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat.",(888) 634-1123,,66,36
-12862106.3206,3891888.8893,315,{2BDCF26F-9D5E-4959-8E0B-3CBF83D7F6C9},2020/07/10 18:12:36,Imperial,575 J Street,Brawley,92227,2020/06/29 05:00:00,0700 - 1900,,OPTUMServe,Jeff Lamoure,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,73,91
-13069480.5883,4038263.7756,316,{1A165AEE-9B89-4DB9-A3A3-EF6BE573BE8E},2020/07/10 16:25:22,San Bernardino,18313 Valley Blvd,Bloomington,92316,2020/06/29 05:00:00,0700 - 1900,,OPTUMServe,Shanna Jensen,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,78,82
-13045543.6722,4095636.8425,317,{851F33D4-C0EC-4568-BE92-250C92AAE704},2020/07/10 16:25:23,San Bernardino,13467 Navajo Road,Apple Valley,92308,2020/06/29 05:00:00,0700 - 1900,,OPTUMServe,Shanna Jensen,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,71,85
-13379116.4411,4111109.9495,318,{E3537B7B-1EDF-4BE8-B720-AA7EDEDB8C14},2020/07/10 16:25:23,Santa Barbara,240 CA-246,Buellton,93427,2020/06/26 05:00:00,0700 - 1900,,OPTUMServe,Nick Clay,,OPTUMServe,https://lhi.care/covidtesting,"Fri, Sat, Sun, Mon, Tues.",(888) 634-1123,,84,86
-13659170.0757,4640736.7182,319,{F9AD81B6-C1B9-4414-B013-2E2FF3372012},2020/07/10 18:14:15,Sonoma,1350 Bennett Valley Road,Santa Rosa,95404,2020/07/03 05:00:00,0700 - 1900,,OPTUMServe,Lisa Valente,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,11,165
-13483057.5671,4504507.835,320,{D9E5F642-6C40-4539-8EC4-676C7DFEDC25},2020/07/10 18:16:15,Stanislaus,275 N Orange St,Patterson,95363,2020/06/26 05:00:00,0700 - 1900,,OPTUMServe,Ken Irwin,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,88,162
-13535022.3462,4741342.1704,321,{6F5A483B-96B3-4A05-B5ED-7EBFCCECEC37},2020/07/10 16:25:24,Yuba,303 Second St,Marysville,95901,2020/07/02 05:00:00,0700 - 1900,,OPTUMServe,Youa Hill,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat",(888) 634-1123,,89,173
-13157348.2175,4145491.9461,322,{BF7FF6E5-02FE-49DD-956D-78055EC55A7B},2020/07/10 16:25:25,Kern,3611 Rosamond,Rosamond,93560,2020/07/07 05:00:00,0700 - 1900,,OPTUMServe,Jake Cagle,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat",(888) 634-1123,,,
-13154726.8623,4037233.4884,323,{167B93ED-EFF8-4E31-A0C3-4632A1340301},2020/07/10 16:25:25,Los Angeles,5151 State University Dr,Los Angeles,90032,2020/07/06 05:00:00,0700- 1900,,OPTUMServe,Lisa Chavez,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri.",(888) 634-1123,,,
-13035604.3257,3851984.8137,324,{0E6C53DB-EB56-41F1-B00A-AFEE46A4F7F1},2020/07/10 16:25:26,San Diego,1221 D Avenue,National City,91950,2020/07/07 05:00:00,0700 - 1900,,OPTUMServe,Angie Durdiev,,OPTUMServe,https://lhi.care/covidtesting,"Tues, Wed, Thurs, Fri, Sat.",(888) 634-1123,,87,70
-13587608.1173,4614689.0586,325,{15F748EA-00DC-43F6-93DD-818D4CFC556D},2020/07/10 16:25:26,Solano,1741 W. Texas Street,Fairfield,94533,2020/06/29 05:00:00,0700 - 1900,,OPTUMServe,Denise Kirnig,,OPTUMServe,https://lhi.care/covidtesting,"Mon, Tues, Wed, Thurs, Fri",(888) 634-1123,,83,101
